id,gnaf_address_id,street,suburb,postcode,state_code,latitude,longitude,type,land_sqm,bed,bath,car,floorplan
4121487,5659,1805/1 Boys Avenue,Blacktown,2148,NSW,-33.766815,150.909564,unit,,2,2,1,false
2624405,10936,2/20 Tallawong Avenue,Blacktown,2148,NSW,-33.776417,150.884300,unit,,2,2,2,true
4060929,45824,7 Marampo Street,Marayong,2148,NSW,-33.745500,150.884890,house,,1,1,3,false
68378,75889,26 Dan Avenue,Blacktown,2148,NSW,-33.762730,150.895520,house,625,5,2,4,true
890748,82641,108A Douglas Road,Blacktown,2148,NSW,-33.781316,150.880683,house,,2,2,1,false
2488829,86467,71A/177A Reservoir Rd,Blacktown,2148,NSW,-33.797414,150.899928,unit,,2,2,2,true
4060223,184174,5 Eta Street,Blacktown,2148,NSW,-33.778847,150.896090,house,550,1,1,2,true
848353,214398,16/26 Mantaka Street,Blacktown,2148,NSW,-33.773676,150.917647,unit,,1,1,1,true
4145982,264655,5 Eltham Street,Blacktown,2148,NSW,-33.791103,150.914930,house,569,1,1,2,true
2296193,279004,3 Charles Street,Blacktown,2148,NSW,-33.753188,150.917538,house,550,1,1,1,true
68275,308961,34 Bellevue Street,Blacktown,2148,NSW,-33.779819,150.891554,house,581,1,1,1,true
124434,310346,69 Breakfast Road,Marayong,2148,NSW,-33.751150,150.888151,house,600,1,1,4,true
4118717,315387,17 Dan Avenue,Blacktown,2148,NSW,-33.761170,150.896600,house,,1,1,2,true
2957821,368358,11/36 Allawah Street,Blacktown,2148,NSW,-33.771038,150.900764,unit,,2,2,2,false
1618273,374940,25 Panorama Parade,Blacktown,2148,NSW,-33.777304,150.914812,house,569,1,1,1,true
3751868,408344,4 Belrose Place,Prospect,2148,NSW,-33.797180,150.924800,house,670,3,3,2,true
1745505,433140,11 Bedford Road,Blacktown,2148,NSW,-33.758614,150.917947,house,676,1,1,1,true
591707,466822,2 Vincent Street,Blacktown,2148,NSW,-33.778378,150.895488,house,,2,2,1,true
464282,528541,5 Hillside Road,Blacktown,2148,NSW,-33.778624,150.894018,house,556,1,1,1,true
68278,543214,42 Buckley Avenue,Blacktown,2148,NSW,-33.757837,150.900943,house,,1,1,1,true
2930410,562157,65/130 Reservoir Rd,Blacktown,2148,NSW,-33.788320,150.897420,unit,,1,1,2,true
4108692,562636,5 Maureen Place,Blacktown,2148,NSW,-33.776108,150.893970,house,632,2,2,1,true
497572,575667,18a Osborne Road,Marayong,2148,NSW,-33.754638,150.894748,house,563,1,1,1,false
68413,580178,16 Nerada Street,Blacktown,2148,NSW,-33.773244,150.897107,house,632,1,1,1,true
68494,599118,48/5 Griffiths Street,Blacktown,2148,NSW,-33.773684,150.916179,unit,,1,1,1,true
68332,615515,17 Savery Crescent,Blacktown,2148,NSW,-33.787098,150.897670,house,556,2,2,3,false
1970916,630769,1 Charles Street,Blacktown,2148,NSW,-33.753324,150.917515,house,544,1,1,1,true
2636905,675031,7 Oulton Street,Prospect,2148,NSW,-33.793224,150.909530,house,,3,3,3,false
2810934,707562,20 Sylvia Street,Blacktown,2148,NSW,-33.773796,150.885330,house,,1,1,2,true
3269335,731162,17 Shephard Street,Marayong,2148,NSW,-33.749328,150.899487,house,619,1,1,2,false
68287,746907,804/1 Boys Avenue,Blacktown,2148,NSW,-33.766815,150.909539,unit,,1,1,1,true
570936,797572,25-27 Fourth Ave,Blacktown,2148,NSW,-33.763850,150.910260,unit,,1,1,1,false
754099,805520,24 Kurrajong Crescent,Blacktown,2148,NSW,-33.789187,150.901103,house,556,2,2,1,true
68362,827717,73/5 Griffiths Street,Blacktown,2148,NSW,-33.773684,150.916179,unit,,1,1,1,true
2819850,842983,263 Madagascar  drive,Kings Park,2148,NSW,-33.743270,150.915160,house,558,2,2,3,true
4108690,855367,4 Iona Street,Blacktown,2148,NSW,-33.773229,150.890288,house,607,1,1,0,true
68324,885813,29 Highlands Crescent,Blacktown,2148,NSW,-33.774377,150.892885,house,556,1,1,2,true
2088604,898285,36/177 Reservoir Road,Blacktown,2148,NSW,-33.796900,150.898580,unit,,1,1,1,false
124439,921855,33 Terrigal Street,Marayong,2148,NSW,-33.748276,150.886273,house,558,1,1,2,true
68400,955444,66 Kildare Road,Blacktown,2148,NSW,-33.769135,150.901140,house,1442,2,2,1,false
4160877,990070,64 Swinson Road,Blacktown,2148,NSW,-33.779293,150.906400,house,708,2,2,3,true
2706506,1018419,27 St Pauls Way,Blacktown,2148,NSW,-33.783760,150.892000,unit,227,1,1,1,true
4072498,1054067,50 Kastelan Street,Blacktown,2148,NSW,-33.777720,150.888150,house,547,1,1,1,true
68279,1069468,7 Caldwell Place,Blacktown,2148,NSW,-33.777860,150.912920,house,,3,3,4,false
68433,1152025,7/13-19 Devitt Street,Blacktown,2148,NSW,-33.770924,150.915010,unit,,1,1,1,false
1908515,1183105,51/130 Main Street,Blacktown,2148,NSW,-33.771909,150.911003,unit,,2,2,1,true
4061318,1183246,3/36 Lloyd Street,Blacktown,2148,NSW,-33.777700,150.883900,unit,,2,2,2,false
222477,1198129,1 Belrose Place,Prospect,2148,NSW,-33.797513,150.925144,house,762,2,2,2,true
4061319,1235642,Fairwater Boulevard,Blacktown,2148,NSW,-33.760563,150.901950,unknown,,0,0,0,false
1828727,1242582,3 Alam Street,Blacktown,2148,NSW,-33.760920,150.896070,house,,3,3,1,true
68376,1255564,305/1 Griffiths Street,Blacktown,2148,NSW,-33.773622,150.915568,unit,,1,1,1,true
68349,1276393,4 Prospect Street,Blacktown,2148,NSW,-33.779274,150.895726,house,556,1,1,4,true
4162826,1288320,9 Lyte Place,Prospect,2148,NSW,-33.796642,150.916120,house,604,2,2,2,true
1032916,1346246,24/2 Bruce Street,Blacktown,2148,NSW,-33.770127,150.916067,unit,,1,1,1,false
2872414,1353201,22 Merlin Street,Blacktown,2148,NSW,-33.787216,150.907245,house,581,1,1,2,true
4088407,1356947,10 Fursorb Street,Marayong,2148,NSW,-33.750874,150.895034,house,556,2,2,3,true
1850470,1365434,63 Nairana Drive,Marayong,2148,NSW,-33.743826,150.893941,house,,3,3,2,true
4159020,1389242,7 Marcus Street,Kings Park,2148,NSW,-33.739098,150.903760,house,576,2,2,1,true
2920698,1393123,16 Old Church Lane,Prospect,2148,NSW,-33.795115,150.920123,house,548,2,2,2,true
3847699,1408082,6/8E Myrtle Street,Prospect,2148,NSW,-33.796040,150.905930,house,,2,2,2,false
4149916,1433061,128 Madagascar Drive,Kings Park,2148,NSW,-33.737620,150.907550,house,557,1,1,1,false
4106284,1440179,1 Boys Avenue,Blacktown,2148,NSW,-33.766815,150.909560,unknown,,0,0,0,false
4123392,1461493,74/5 Griffiths Street,Blacktown,2148,NSW,-33.773685,150.916180,unit,,1,1,1,false
3465530,1490333,40 Newton Road,Blacktown,2148,NSW,-33.773234,150.903091,house,730,1,1,2,false
2126419,1496913,8 Andre Place,Blacktown,2148,NSW,-33.793938,150.900040,house,450,3,3,2,true
2651318,1501117,75A Newton Rd,Blacktown,2148,NSW,-33.776250,150.902420,house,656,1,1,2,true
4171434,1524085,15/60 Patricia Street,Blacktown,2148,NSW,-33.794426,150.902540,unit,,1,1,2,true
3085015,1568033,3 Walters Road,Blacktown,2148,NSW,-33.770546,150.896970,house,,1,1,3,true
1828729,1569208,10 Sutton Street,Blacktown,2148,NSW,-33.780478,150.913015,house,566,1,1,1,true
68295,1812662,64/21-29 Third Avenue,Blacktown,2148,NSW,-33.765008,150.910125,unit,,1,1,1,false
4108691,1889005,12 Sparkle Avenue,Blacktown,2148,NSW,-33.780823,150.890720,house,,1,1,2,false
2270428,2016748,7/25-27 FOURTH    AVENUE,Blacktown,2148,NSW,-33.763850,150.910260,unit,,1,1,2,false
2952529,2125532,19/1 Myrtle Street,Prospect,2148,NSW,-33.794530,150.905260,unit,,2,1,1,true
68462,2132476,62 Western Crescent,Blacktown,2148,NSW,-33.780318,150.898674,house,609,1,1,3,true
3964096,2150074,6 Nerada Street,Blacktown,2148,NSW,-33.773968,150.897170,house,554,2,2,1,false
3964120,2154371,4 Mary Street,Blacktown,2148,NSW,-33.759357,150.893590,house,556,1,1,2,false
3340471,2243679,79 Joseph Street,Blacktown,2148,NSW,-33.784364,150.902796,house,,2,2,1,true
974895,2244668,44 Derwent Parade,Blacktown,2148,NSW,-33.778294,150.889470,house,1252,4,2,1,true
68513,2244708,7/272 Flushcombe Road,Blacktown,2148,NSW,-33.788410,150.906500,unit,,2,2,1,true
1663418,2277922,115 Davis Road,Marayong,2148,NSW,-33.747992,150.897806,house,778,1,1,1,false
591706,2390269,45 Duckmallois Ave,Blacktown,2148,NSW,-33.783071,150.909404,house,561,1,1,1,false
2993854,2405190,23 Essence Glade,Blacktown,2148,NSW,-33.759310,150.900150,unit,,1,1,1,true
446435,2421404,4 Gardenset Grove,Blacktown,2148,NSW,-33.793095,150.900020,house,516,2,2,2,false
2313933,2445274,15 Quakers Road,Marayong,2148,NSW,-33.746112,150.897535,house,708,1,1,0,false
4072494,2448875,2/18 Sydney Street,Blacktown,2148,NSW,-33.768574,150.918530,unit,,1,1,1,true
124450,2534152,11 Junee Street,Marayong,2148,NSW,-33.751602,150.889455,house,,2,2,2,false
1828730,2604643,103/1 Griffiths Street,Blacktown,2148,NSW,-33.773620,150.915570,unit,,1,1,1,true
2021528,2702394,81B Newton Road,Blacktown,2148,NSW,-33.772546,150.898670,unit,,2,2,1,true
2296190,2738857,17 Kent Street,Blacktown,2148,NSW,-33.764202,150.899780,house,,1,1,2,false
68542,2768117,37/16 Oxford Street,Blacktown,2148,NSW,-33.769436,150.913702,unit,,2,2,1,true
222474,2771052,50 Witney Street,Prospect,2148,NSW,-33.791294,150.907520,house,,3,3,2,false
4147624,2797324,10 Wattle Street,Blacktown,2148,NSW,-33.766144,150.889050,house,562,2,2,3,true
2584646,2798182,15 Tyne Place,Prospect,2148,NSW,-33.800320,150.907541,house,668,2,2,2,true
1233297,2798247,6 Burrell Parade,Blacktown,2148,NSW,-33.778950,150.888380,house,550,1,1,1,false
124447,2798915,7 Arjez Place,Marayong,2148,NSW,-33.746608,150.894915,house,562,2,2,1,true
68424,2829060,33 Allen Road,Blacktown,2148,NSW,-33.754462,150.919256,house,,2,2,2,false
305419,2880217,13/3 Bruce Street,Blacktown,2148,NSW,-33.769464,150.916039,unit,,2,2,1,true
2985529,2918597,3/1A Paula Street,Marayong,2148,NSW,-33.755980,150.892960,unit,,2,2,1,false
1941346,2971442,44 Duckmallois Avenue,Blacktown,2148,NSW,-33.781603,150.909378,house,569,1,1,5,true
3355720,2983163,7 Bromfield Avenue,Prospect,2148,NSW,-33.796226,150.923714,house,417,1,1,1,true
4072496,2983707,37 Wilga Street,Blacktown,2148,NSW,-33.779020,150.886100,house,,2,2,1,false
1568828,3032525,29 McClean Street,Blacktown,2148,NSW,-33.760021,150.886612,house,663,2,2,2,true
1352561,3043492,12/9-13 Griffiths Street,Blacktown,2148,NSW,-33.772658,150.915743,unit,170,2,2,1,true
222506,3048253,84 Aldgate Street,Prospect,2148,NSW,-33.797684,150.918840,house,607,3,3,4,true
4106470,3069106,25 Teagan Place,Blacktown,2148,NSW,-33.783745,150.892970,unit,,2,2,2,true
222459,3071040,20 Bromfield Avenue,Prospect,2148,NSW,-33.797076,150.924326,house,1031,2,2,4,true
754117,3082096,22 Jones Street,Blacktown,2148,NSW,-33.783006,150.911341,house,556,2,2,4,true
68301,3113659,51 Burdett Crescent,Blacktown,2148,NSW,-33.767998,150.889980,house,,3,3,2,false
222508,3144991,24 Watch House Road,Prospect,2148,NSW,-33.806910,150.914400,other,4794,1,1,1,false
1461780,3160313,18 Ridgemont Place,Kings Park,2148,NSW,-33.738937,150.909640,house,730,2,2,2,true
68276,3167563,40 Anthony Street,Blacktown,2148,NSW,-33.750648,150.920736,house,1043,3,3,3,true
4092489,3168308,17 Love St,Blacktown,2148,NSW,-33.758290,150.890642,house,752,1,1,1,false
124438,3228071,4 Caratel Crescent,Marayong,2148,NSW,-33.746581,150.885071,house,,1,1,1,true
2926974,3238372,3 Quakers Road,Marayong,2148,NSW,-33.745944,150.899260,house,910,3,3,0,true
222496,3277447,205/8B Myrtle Street,Prospect,2148,NSW,-33.796040,150.905930,unit,,1,1,1,true
1140656,3318829,19 Eggleton Street,Blacktown,2148,NSW,-33.748739,150.920489,house,889,2,2,4,true
305431,3356093,19 Kerry Road,Blacktown,2148,NSW,-33.770563,150.888129,house,,3,3,3,true
4160876,3372193,190 Bungarribee Road,Blacktown,2148,NSW,-33.776750,150.900050,house,556,1,1,2,false
710844,3480874,10 Wilga Street,Blacktown,2148,NSW,-33.779150,150.883546,house,,2,2,2,false
657857,3523223,32 Farmingdale Drive,Blacktown,2148,NSW,-33.792071,150.899994,house,505,3,3,4,false
1054544,3551605,27/39 Patricia Street,Blacktown,2148,NSW,-33.793624,150.904127,unit,,1,1,1,false
4091708,3627421,13/45 Bungarribee Road,Blacktown,2148,NSW,-33.777641,150.918391,unit,,2,2,1,true
68496,3703498,15 Stableford Street,Blacktown,2148,NSW,-33.757825,150.903428,house,,2,2,1,true
2321864,3752751,72 Joseph Street,Blacktown,2148,NSW,-33.784275,150.902193,house,,1,1,3,true
3527704,3774894,118 Crudge Road,Marayong,2148,NSW,-33.754035,150.899953,house,,1,1,3,false
3084946,3809686,42/5 Griffiths Street,Blacktown,2148,NSW,-33.773685,150.916180,unit,,1,1,1,true
1536172,3810857,9/41 Doonside Crescent,Blacktown,2148,NSW,-33.765102,150.891500,unit,,2,2,2,true
68429,3824610,83 Doonside Crescent,Blacktown,2148,NSW,-33.764449,150.887302,house,,2,2,2,false
1326497,3859570,4/43 Lyton Street,Blacktown,2148,NSW,-33.761491,150.894215,unit,,2,2,1,true
4163610,3872709,23 Templar Street,Blacktown,2148,NSW,-33.787770,150.915420,house,556,1,1,1,true
4091722,3934228,69 Putters Circuit,Blacktown,2148,NSW,-33.760987,150.899933,unit,,2,2,4,true
68447,3970365,6/11-13 Fourth Ave,Blacktown,2148,NSW,-33.764249,150.911832,unit,,2,2,1,true
4162827,3979418,7 Lombard Place,Prospect,2148,NSW,-33.797880,150.922710,house,660,2,2,2,true
502843,4005067,2 Hadrian Avenue,Blacktown,2148,NSW,-33.787143,150.917824,house,556,2,2,1,true
3664642,4152195,69 Sarsfield Street,Blacktown,2148,NSW,-33.762688,150.916347,house,556,3,3,1,true
3664602,4167314,19 Roger Place,Blacktown,2148,NSW,-33.784492,150.922820,house,613,1,1,2,true
502922,4182060,70/31 Third Ave,Blacktown,2148,NSW,-33.764827,150.909346,unit,,2,2,1,true
1298822,4242027,31 Western Crescent,Blacktown,2148,NSW,-33.781003,150.898284,house,,1,1,1,true
4098156,4242467,1 Canton Street,Kings Park,2148,NSW,-33.739720,150.904401,house,600,1,1,1,true
68342,4294592,46/29-33 Kildare Road,Blacktown,2148,NSW,-33.768360,150.903580,unit,,1,1,1,false
4111625,4309080,172 Blacktown road,Blacktown,2148,NSW,-33.786106,150.920530,house,,1,1,2,false
68534,4310231,150 Reservoir Rd,Blacktown,2148,NSW,-33.790510,150.897700,land,1774,0,0,0,true
2296192,4335946,175B Flushcombe Road,Blacktown,2148,NSW,-33.779990,150.906740,unit,,3,3,2,true
68258,4365429,29 Kurrajong Crescent,Blacktown,2148,NSW,-33.787910,150.901120,house,553,2,2,2,false
222486,4365992,301/8C Myrtle Street,Prospect,2148,NSW,-33.796040,150.905930,unit,,2,2,1,true
2774597,4403778,7 Gibbons Place,Marayong,2148,NSW,-33.751710,150.896500,house,651,1,1,1,false
4111603,4412542,19 Bellevue Street,Blacktown,2148,NSW,-33.779102,150.892530,house,582,2,2,1,true
2121591,4445288,112 Quakers Road,Marayong,2148,NSW,-33.742387,150.889031,house,577,1,1,1,true
2344332,4446503,29 Marion Street,Blacktown,2148,NSW,-33.775902,150.911173,house,,2,2,1,false
4012354,4447956,6/16 Patricia Street,Blacktown,2148,NSW,-33.791748,150.902920,unit,,2,2,0,false
3929435,4477700,10 Mariko Place,Blacktown,2148,NSW,-33.787106,150.885060,house,,1,1,2,false
2530021,4485148,25 Dagmar Crescent,Blacktown,2148,NSW,-33.776888,150.897610,house,599,2,2,1,true
1507622,4554772,10 Quakers Road,Marayong,2148,NSW,-33.746530,150.898540,house,531,1,1,0,true
3303490,4615914,5/211 Stephen Street,Blacktown,2148,NSW,-33.768323,150.919015,unit,227,2,2,2,true
68320,4617144,1302/1 Boys Avenue,Blacktown,2148,NSW,-33.767615,150.909099,unit,,2,2,1,true
4092480,4656788,13 Eggleton Street,Blacktown,2148,NSW,-33.748657,150.919723,house,562,1,1,3,true
68387,4681211,29 Mort Street,Blacktown,2148,NSW,-33.760823,150.919105,house,556,2,2,0,true
338363,4740921,19 Chester Street,Blacktown,2148,NSW,-33.767355,150.894891,house,,2,2,2,true
1852671,4807670,51/45 BUNGARRIBEE ROAD,Blacktown,2148,NSW,-33.777640,150.918400,unit,,2,2,1,true
1458240,4824791,3/59-61 Balmoral Street,Blacktown,2148,NSW,-33.776250,150.902420,unit,,2,2,2,true
68334,4911061,23/307 Flushcombe Road,Blacktown,2148,NSW,-33.793624,150.904102,unit,,2,2,1,true
1428932,4951891,5/130 Aliberti Drive,Blacktown,2148,NSW,-33.788679,150.889375,unit,,3,3,2,true
68354,4952265,137A Kildare Road,Blacktown,2148,NSW,-33.768784,150.892150,house,,3,3,2,false
2993837,5021174,51 Dina Beth Avenue,Blacktown,2148,NSW,-33.773690,150.885960,house,,1,1,0,true
68394,5078260,76 Western Crescent,Blacktown,2148,NSW,-33.780506,150.900040,house,,3,3,1,false
1088934,5106418,9 De Castella Drive,Blacktown,2148,NSW,-33.781430,150.880410,house,403,1,1,2,true
1188608,5112022,69 PENDANT AVENUE,Blacktown,2148,NSW,-33.785206,150.913835,house,613,2,2,2,true
1140716,5160518,315 Bungarribee Rd,Blacktown,2148,NSW,-33.774071,150.884183,house,552,1,1,3,true
68437,5223600,7/26 West Street,Blacktown,2148,NSW,-33.779880,150.908000,house,,2,2,1,false
68449,5249925,15/11-13 FOURTH AVENUE,Blacktown,2148,NSW,-33.764248,150.911830,unit,,2,2,1,true
222490,5262879,10/1 Myrtle Street,Prospect,2148,NSW,-33.794528,150.905258,unit,,1,1,1,true
124443,5292981,217 Richmond Road,Marayong,2148,NSW,-33.752058,150.887717,house,,1,1,2,true
912509,5296295,1205/1 Boys Avenue,Blacktown,2148,NSW,-33.766815,150.909560,unit,,2,2,1,true
409380,5296595,2303/1 Boys Avenue,Blacktown,2148,NSW,-33.766815,150.909550,unit,,2,2,1,true
1121352,5301480,12 Old Church Lane,Prospect,2148,NSW,-33.794946,150.920291,house,339,3,3,2,true
2676719,5317133,8 Heber Place,Prospect,2148,NSW,-33.800022,150.914900,house,,2,2,2,false
2706508,5331650,34 Bridge View Street,Blacktown,2148,NSW,-33.788371,150.905594,house,638,1,1,1,true
124444,5337809,45 Noel Street,Marayong,2148,NSW,-33.758150,150.899120,house,,2,2,2,false
535888,5341234,22 Andaman Street,Kings Park,2148,NSW,-33.738632,150.905387,house,557,1,1,1,true
4108694,5348230,11 Maree Place,Blacktown,2148,NSW,-33.754967,150.889400,house,,1,1,2,true
124457,5349894,2 Davis Road,Marayong,2148,NSW,-33.757741,150.895934,house,,1,1,1,true
2296191,5363156,24/162 Walters Road,Blacktown,2148,NSW,-33.785847,150.890720,unit,,2,2,2,false
2234358,5363191,32/5 Griffiths Street,Blacktown,2148,NSW,-33.773685,150.916180,unit,,1,1,1,false
2598763,5418886,73 Lock Street,Blacktown,2148,NSW,-33.784424,150.913540,house,,1,1,0,true
68390,5419448,187 Kildare Road,Blacktown,2148,NSW,-33.767290,150.887590,house,,1,1,1,false
2598765,5426035,5 Julie Street,Blacktown,2148,NSW,-33.785637,150.905663,house,556,1,1,1,true
1852681,5470317,2/56 IRELANDS ROAD,Blacktown,2148,NSW,-33.763897,150.886570,unit,201,2,2,1,true
68267,5500348,129 Stephen Street,Blacktown,2148,NSW,-33.763121,150.920010,house,1012,3,1,0,true
3900713,5537416,53/130 Reservoir Road,Blacktown,2148,NSW,-33.788320,150.897420,unit,,2,2,1,false
68326,5577659,273 Bungarribee Road,Blacktown,2148,NSW,-33.774599,150.888427,house,,1,1,2,true
4124379,5577826,75/130 Main Street,Blacktown,2148,NSW,-33.771908,150.911000,unit,,2,2,2,false
68294,5608293,23 Brickfield Place,Blacktown,2148,NSW,-33.780293,150.915620,house,,1,1,1,false
2043060,5648642,8 Frederick Street,Blacktown,2148,NSW,-33.752693,150.918526,house,1094,1,1,3,true
124460,5656706,56 Terrigal Street,Marayong,2148,NSW,-33.746203,150.884340,house,557,1,1,2,false
502920,5774089,7 West Street,Blacktown,2148,NSW,-33.779706,150.909471,house,556,2,2,4,true
2763658,5804281,10 Hollydale Place,Prospect,2148,NSW,-33.794456,150.919600,house,560,2,2,4,true
222487,5816643,204 8D Myrtle Street,Prospect,2148,NSW,-33.794876,150.911040,unit,,1,1,1,true
1941343,5848687,57/177 Reservoir Rd,Blacktown,2148,NSW,-33.796900,150.898570,unit,,1,1,2,true
1032914,5886681,9 Anthony Street,Blacktown,2148,NSW,-33.749578,150.917312,house,,2,2,2,false
124449,5891800,12 Curran Road,Marayong,2148,NSW,-33.753617,150.891686,house,,1,1,1,false
2598791,5961015,4 Ashgrove Crescent,Blacktown,2148,NSW,-33.789941,150.902613,house,550,1,1,4,true
4100794,5967152,7/8E Myrtle Street,Prospect,2148,NSW,-33.796040,150.905930,unit,,2,2,2,true
4092875,5991580,109 Wall Park Avenue,Blacktown,2148,NSW,-33.775489,150.920684,house,600,2,2,2,true
68360,6007866,9 Irelands Road,Blacktown,2148,NSW,-33.763990,150.891720,house,1012,1,1,1,true
4092218,6024348,25 Allen Road,Blacktown,2148,NSW,-33.754555,150.919877,house,600,1,1,1,true
68248,6052735,2/21-29 Third Avenue,Blacktown,2148,NSW,-33.765008,150.910125,unit,,1,1,1,true
338387,6065105,49 Tallawong Avenue,Blacktown,2148,NSW,-33.780418,150.882527,house,645,3,2,3,true
4155026,6068993,5 Tagu Place,Kings Park,2148,NSW,-33.741257,150.917000,house,,3,3,2,true
68319,6076599,7/16 Filey Street,Blacktown,2148,NSW,-33.790190,150.906781,unit,204,1,1,2,true
68487,6091156,27 Lyton Street,Blacktown,2148,NSW,-33.760371,150.894222,house,562,1,1,1,false
3531494,6100354,3 Walters Rd,Blacktown,2148,NSW,-33.770545,150.896977,house,,1,1,3,true
3929434,6159604,14/1 Boyd Street,Blacktown,2148,NSW,-33.771461,150.915876,unit,99,1,1,1,true
3927137,6170647,67 Daraya Rd,Marayong,2148,NSW,-33.750530,150.892070,house,658,3,3,2,false
1456723,6199710,14 Noora Place,Marayong,2148,NSW,-33.739963,150.897015,house,,2,2,2,false
3303488,6233226,101 Frederick Street,Blacktown,2148,NSW,-33.753096,150.926836,house,626,1,1,1,true
1003057,6248421,15 Noel Street,Marayong,2148,NSW,-33.756096,150.899512,house,556,1,1,4,true
222473,6270540,302/8C Myrtle Street,Prospect,2148,NSW,-33.796041,150.905935,unit,,2,2,1,true
4155139,6279378,1/79 Orwell Street,Blacktown,2148,NSW,-33.792156,150.902160,unit,,2,2,1,true
1970891,6294385,3 Pollack Street,Blacktown,2148,NSW,-33.781814,150.896398,house,556,1,1,0,false
1428974,6338971,701/1 Boys Avenue,Blacktown,2148,NSW,-33.766815,150.909560,unit,,2,2,1,true
974896,6351377,19 Shirley Street,Blacktown,2148,NSW,-33.768930,150.917442,house,556,2,2,4,false
305432,6357808,25A Tudor Avenue,Blacktown,2148,NSW,-33.783578,150.918630,house,,2,2,2,true
1088935,6374503,73 Aliberti Drive,Blacktown,2148,NSW,-33.787308,150.887256,house,450,2,2,2,true
4092213,6394081,5 Anthony Street,Blacktown,2148,NSW,-33.749537,150.916960,house,696,2,2,4,true
2088578,6452233,32/7 Griffiths Street,Blacktown,2148,NSW,-33.773111,150.916262,unit,,1,1,1,true
1618274,6472364,7 Kastelan Street,Blacktown,2148,NSW,-33.775569,150.888600,house,556,1,1,2,true
3962080,6478394,5 Mossfield Lane,Marayong,2148,NSW,-33.750610,150.892720,house,,2,2,2,false
4166571,6534564,35/130 Reservoir Road,Blacktown,2148,NSW,-33.788320,150.897420,unit,,1,1,2,false
2610519,6539161,16 Upwey Street,Prospect,2148,NSW,-33.792897,150.905775,house,636,1,1,1,true
222465,6577719,4/8G Myrtle street,Prospect,2148,NSW,-33.796040,150.905930,unit,,3,3,2,true
68286,6617551,6 Craiglea Street,Blacktown,2148,NSW,-33.776750,150.913843,house,,2,2,2,false
3554787,6619488,14 Old Church Lane,Prospect,2148,NSW,-33.795009,150.920172,house,452,3,3,2,true
68296,6650244,16 Nicholas Street,Blacktown,2148,NSW,-33.778883,150.903282,house,607,2,2,4,true
68260,6687897,17 Dagmar Crescent,Blacktown,2148,NSW,-33.776800,150.896961,house,588,1,1,1,true
4072493,6693039,7/19-21 Balmoral Street,Blacktown,2148,NSW,-33.771366,150.902940,unit,,1,1,1,true
68530,6743960,304/12 Fourth Avenue,Blacktown,2148,NSW,-33.765512,150.911331,unit,,2,2,1,true
1298799,6778167,2002/1 Boys Avenue,Blacktown,2148,NSW,-33.766815,150.909560,unit,,2,2,1,true
4108693,6780031,27/2 FIFTH AVENUE,Blacktown,2148,NSW,-33.763916,150.912500,unit,,1,1,1,false
2488830,6897100,9 Essex Street,Blacktown,2148,NSW,-33.764725,150.894580,house,,2,2,2,false
68251,6915689,6 Ironbark Crescent,Blacktown,2148,NSW,-33.783549,150.887682,house,525,1,1,2,true
68375,6964631,12 Bimbil Street,Blacktown,2148,NSW,-33.766839,150.891721,house,,2,2,1,false
1692247,6977271,4 Cansdale Street,Blacktown,2148,NSW,-33.779823,150.882830,house,727,1,1,1,true
4106286,6983151,30 Douglas Road,Blacktown,2148,NSW,-33.782190,150.889061,house,692,2,2,3,false
3964106,6984285,"31/14-18 Fourth Avenue,",Blacktown,2148,NSW,-33.764640,150.910770,unit,,1,1,1,true
68312,7003002,10 Warrigal Street,Blacktown,2148,NSW,-33.756492,150.891393,house,613,2,2,2,true
68556,7022201,12/29-33 Kildare Rd,Blacktown,2148,NSW,-33.768360,150.903580,unit,,2,2,1,true
68335,7022830,75A/177A Reservoir Rd,Blacktown,2148,NSW,-33.797414,150.899928,unit,,2,2,2,true
3465597,7028457,61 Bungarribee Road,Blacktown,2148,NSW,-33.778214,150.915770,other,,1,1,0,true
68273,7035105,27 Farmingdale Drive,Blacktown,2148,NSW,-33.792738,150.900003,house,,3,3,3,true
3699360,7044409,78 Terrigal Street,Marayong,2148,NSW,-33.745278,150.882903,house,562,2,2,1,false
1140658,7106495,1B Oregon Street,Blacktown,2148,NSW,-33.766905,150.890467,house,574,3,1,1,true
361230,7107415,37 Stanley Street,Blacktown,2148,NSW,-33.786034,150.909788,house,556,2,2,2,true
68467,7142142,43 Irelands Road,Blacktown,2148,NSW,-33.763440,150.887860,house,,2,2,2,false
